sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
-0.541639532741237,0.7957058212645506,-1.2970644548496615,-1.0652715435770292,0
-0.7855779297091428,2.417604276868922,-1.2970644548496615,-1.4611670805543113,0
-0.41967033425728456,2.649304056240976,-1.3540617942937634,-1.3292019015618841,0
-1.151485525161001,0.10060648314839167,-1.2970644548496615,-1.3292019015618841,0
-1.0295163266770486,0.332306262520445,-1.4680564731819672,-1.3292019015618841,0
-0.41967033425728456,1.027405600636604,-1.4110591337378653,-1.3292019015618841,0
-1.151485525161001,1.2591053800086571,-1.3540617942937634,-1.4611670805543113,0
-1.7613315175807651,-0.13109329622366164,-1.4110591337378653,-1.3292019015618841,0
-0.9075471281930962,0.7957058212645506,-1.2970644548496615,-1.3292019015618841,0
-1.0295163266770486,1.027405600636604,-1.4110591337378653,-1.1972367225694567,0
-1.6393623190968127,-1.7529917518280338,-1.4110591337378653,-1.1972367225694567,0
-1.7613315175807651,0.332306262520445,-1.4110591337378653,-1.3292019015618841,0
-1.0295163266770486,1.027405600636604,-1.2400671154055594,-0.8013411855921745,0
-0.9075471281930962,1.722504938752763,-1.0690750970732537,-1.0652715435770292,0
-1.2734547236449545,-0.13109329622366164,-1.3540617942937634,-1.1972367225694567,0
-0.9075471281930962,1.722504938752763,-1.2400671154055594,-1.3292019015618841,0
-1.5173931206128604,0.332306262520445,-1.3540617942937634,-1.3292019015618841,0
-0.6636087312251904,1.4908051593807106,-1.2970644548496615,-1.3292019015618841,0
-1.0295163266770486,0.5640060418924973,-1.3540617942937634,-1.3292019015618841,0
1.4098676430020076,0.332306262520445,0.5268504073616004,0.25438024634724465,1
0.6780524520982911,0.332306262520445,0.41285572847339636,0.3863454253396722,1
1.2878984445180552,0.10060648314839167,0.6408450862498043,0.3863454253396722,1
-0.41967033425728456,-1.7529917518280338,0.12786903125288676,0.12241506735481743,1
0.8000216505822435,-0.5944928549677683,0.4698530679174981,0.3863454253396722,1
-0.17573193728937875,-0.5944928549677683,0.41285572847339636,0.12241506735481743,1
0.5560832536143377,0.5640060418924973,0.5268504073616004,0.5183106043320997,1
-1.151485525161001,-1.5212919724559806,-0.27111234485582686,-0.27348046962246486,1
0.9219908490661959,-0.36279307559571494,0.4698530679174981,0.12241506735481743,1
-0.7855779297091428,-0.8261926343398206,0.07087169180878478,0.25438024634724465,1
-1.0295163266770486,-2.4480910899441928,-0.1571176659676229,-0.27348046962246486,1
0.06820645967852709,-0.13109329622366164,0.2418637101410907,0.3863454253396722,1
0.19017565816247947,-1.9846915312000861,0.12786903125288676,-0.27348046962246486,1
0.3121448566464319,-0.36279307559571494,0.5268504073616004,0.25438024634724465,1
-0.2977011357733322,-0.36279307559571494,-0.1001203265235209,0.12241506735481743,1
1.0439600475501494,0.10060648314839167,0.3558583890292947,0.25438024634724465,1
-0.2977011357733322,-0.13109329622366164,0.41285572847339636,0.3863454253396722,1
-0.05376273880542636,-0.8261926343398206,0.18486637069698847,-0.27348046962246486,1
0.4341140551303853,-1.9846915312000861,0.41285572847339636,0.3863454253396722,1
-0.2977011357733322,-1.2895921930839271,0.07087169180878478,-0.14151529063003732,1
0.06820645967852709,0.332306262520445,0.5838477468057021,0.7822409623169545,1
0.3121448566464319,-0.5944928549677683,0.12786903125288676,0.12241506735481743,1
0.5560832536143377,-1.2895921930839271,0.6408450862498043,0.3863454253396722,1
0.3121448566464319,-0.5944928549677683,0.5268504073616004,-0.009550111637610091,1
0.6780524520982911,-0.36279307559571494,0.29886104958519244,0.12241506735481743,1
0.9219908490661959,-0.13109329622366164,0.3558583890292947,0.25438024634724465,1
1.1659292460341018,-0.5944928549677683,0.5838477468057021,0.25438024634724465,1
1.0439600475501494,-0.13109329622366164,0.697842425693906,0.650275783324527,1
0.19017565816247947,-0.36279307559571494,0.41285572847339636,0.3863454253396722,1
-0.17573193728937875,-1.057892413711874,-0.1571176659676229,-0.27348046962246486,1
-0.41967033425728456,-1.5212919724559806,0.013874352364682796,-0.14151529063003732,1
-0.41967033425728456,-1.5212919724559806,-0.043122987079418924,-0.27348046962246486,1
-0.05376273880542636,-0.8261926343398206,0.07087169180878478,-0.009550111637610091,1
0.19017565816247947,-0.8261926343398206,0.7548397651380078,0.5183106043320997,1
-0.541639532741237,-0.13109329622366164,0.41285572847339636,0.3863454253396722,1
0.19017565816247947,0.7957058212645506,0.41285572847339636,0.5183106043320997,1
1.0439600475501494,0.10060648314839167,0.5268504073616004,0.3863454253396722,1
0.5560832536143377,-1.7529917518280338,0.3558583890292947,0.12241506735481743,1
-0.2977011357733322,-0.13109329622366164,0.18486637069698847,0.12241506735481743,1
-0.41967033425728456,-1.2895921930839271,0.12786903125288676,0.12241506735481743,1
-0.41967033425728456,-1.057892413711874,0.3558583890292947,-0.009550111637610091,1
0.3121448566464319,-0.13109329622366164,0.4698530679174981,0.25438024634724465,1
-0.05376273880542636,-1.057892413711874,0.12786903125288676,-0.009550111637610091,1
-1.0295163266770486,-1.7529917518280338,-0.27111234485582686,-0.27348046962246486,1
-0.2977011357733322,-0.8261926343398206,0.2418637101410907,0.12241506735481743,1
-0.17573193728937875,-0.13109329622366164,0.2418637101410907,-0.009550111637610091,1
-0.17573193728937875,-0.36279307559571494,0.2418637101410907,0.12241506735481743,1
0.4341140551303853,-0.36279307559571494,0.29886104958519244,0.12241506735481743,1
-0.9075471281930962,-1.2895921930839271,-0.4421043631881325,-0.14151529063003732,1
-0.17573193728937875,-0.5944928549677683,0.18486637069698847,0.12241506735481743,1
0.5560832536143377,0.5640060418924973,1.2678158201349252,1.7059972152639462,2
-0.05376273880542636,-0.8261926343398206,0.7548397651380078,0.9142061413093817,2
1.53183684148596,-0.13109329622366164,1.2108184806908235,1.1781364992942367,2
0.5560832536143377,-0.36279307559571494,1.0398264623585174,0.7822409623169545,2
0.8000216505822435,-0.13109329622366164,1.1538211412467214,1.3101016782866644,2
2.141682833905724,-0.13109329622366164,1.6097998567995366,1.1781364992942367,2
-1.151485525161001,-1.2895921930839271,0.41285572847339636,0.650275783324527,2
1.7757752384538659,-0.36279307559571494,1.438807838467231,0.7822409623169545,2
1.0439600475501494,-1.2895921930839271,1.1538211412467214,0.7822409623169545,2
1.6538060399699135,1.2591053800086571,1.324813159579027,1.7059972152639462,2
0.8000216505822435,0.332306262520445,0.7548397651380078,1.0461713203018093,2
0.6780524520982911,-0.8261926343398206,0.8688344440262117,0.9142061413093817,2
1.1659292460341018,-0.13109329622366164,0.9828291229144156,1.1781364992942367,2
-0.17573193728937875,-1.2895921930839271,0.697842425693906,1.0461713203018093,2
-0.05376273880542636,-0.5944928549677683,0.7548397651380078,1.5740320362715188,2
0.6780524520982911,0.332306262520445,0.8688344440262117,1.4420668572790911,2
0.8000216505822435,-0.13109329622366164,0.9828291229144156,0.7822409623169545,2
2.2636520323896776,1.722504938752763,1.6667971962436388,1.3101016782866644,2
2.2636520323896776,-1.057892413711874,1.7807918751318428,1.4420668572790911,2
0.19017565816247947,-1.9846915312000861,0.697842425693906,0.3863454253396722,2
1.2878984445180552,0.332306262520445,1.0968238018026195,1.4420668572790911,2
-0.2977011357733322,-0.5944928549677683,0.6408450862498043,1.0461713203018093,2
2.2636520323896776,-0.5944928549677683,1.6667971962436388,1.0461713203018093,2
0.5560832536143377,-0.8261926343398206,0.6408450862498043,0.7822409623169545,2
1.0439600475501494,0.5640060418924973,1.0968238018026195,1.1781364992942367,2
1.6538060399699135,0.332306262520445,1.2678158201349252,0.7822409623169545,2
0.4341140551303853,-0.5944928549677683,0.5838477468057021,0.7822409623169545,2
0.3121448566464319,-0.13109329622366164,0.6408450862498043,0.7822409623169545,2
0.6780524520982911,-0.5944928549677683,1.0398264623585174,1.1781364992942367,2
1.6538060399699135,-0.13109329622366164,1.1538211412467214,0.5183106043320997,2
1.8977444369378194,-0.5944928549677683,1.324813159579027,0.9142061413093817,2
2.5075904293575833,1.722504938752763,1.4958051779113333,1.0461713203018093,2
0.6780524520982911,-0.5944928549677683,1.0398264623585174,1.3101016782866644,2
0.5560832536143377,-0.5944928549677683,0.7548397651380078,0.3863454253396722,2
0.3121448566464319,-1.057892413711874,1.0398264623585174,0.25438024634724465,2
2.2636520323896776,-0.13109329622366164,1.324813159579027,1.4420668572790911,2
0.5560832536143377,0.7957058212645506,1.0398264623585174,1.5740320362715188,2
0.6780524520982911,0.10060648314839167,0.9828291229144156,0.7822409623169545,2
0.19017565816247947,-0.13109329622366164,0.5838477468057021,0.7822409623169545,2
1.2878984445180552,0.10060648314839167,0.9258317834703139,1.1781364992942367,2
1.0439600475501494,0.10060648314839167,1.0398264623585174,1.5740320362715188,2
1.2878984445180552,0.10060648314839167,0.7548397651380078,1.4420668572790911,2
-0.05376273880542636,-0.8261926343398206,0.7548397651380078,0.9142061413093817,2
1.1659292460341018,0.332306262520445,1.2108184806908235,1.4420668572790911,2
1.0439600475501494,0.5640060418924973,1.0968238018026195,1.7059972152639462,2
1.0439600475501494,-0.13109329622366164,0.81183710458211,1.4420668572790911,2
0.5560832536143377,-1.2895921930839271,0.697842425693906,0.9142061413093817,2
0.8000216505822435,-0.13109329622366164,0.81183710458211,1.0461713203018093,2
0.4341140551303853,0.7957058212645506,0.9258317834703139,1.4420668572790911,2
0.06820645967852709,-0.13109329622366164,0.7548397651380078,0.7822409623169545,2
0.06820645967852709,-0.13109329622366164,0.7548397651380078,0.7822409623169545,2
0.06820645967852709,-0.13109329622366164,0.7548397651380078,0.7822409623169545,2
